kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
SK1049,,,,0,0,0,0,1,enbart_nedlagd
SK1050,EU som global aktör,IKS,SKA,1,0,1,1,0,triangulerad
SK1051,,,,0,0,0,0,1,enbart_nedlagd
SK1052,,,,0,0,0,0,1,enbart_nedlagd
SK1053,,,,0,0,0,0,1,enbart_nedlagd
SK1054,Internationella relationer: en introduktion,IKS,SKA,1,0,1,1,0,triangulerad
SK1055,Politik i Sverige och EU,IKS,SKA,1,0,1,1,0,triangulerad
SK1056,,,,0,0,0,0,1,enbart_nedlagd
SK1057,,,,0,0,0,0,1,enbart_nedlagd
SK1058,Globalisering - innebörder och konsekvenser,IKS,SKA,1,0,1,1,0,triangulerad
SK1059,,,,0,0,0,0,1,enbart_nedlagd
SK1060,Internationella organisationer,IKS,SKA,1,0,1,1,0,triangulerad
SK1061,,,,0,0,0,0,1,enbart_nedlagd
SK1062,Förvaltning i Sverige och EU,IKS,SKA,1,0,1,1,0,triangulerad
SK1063,,,,0,0,0,0,1,enbart_nedlagd
SK1064,Utrikespolitisk analys,IKS,SKA,1,0,1,1,0,triangulerad
SK1065,Internationell säkerhet,IKS,SKA,1,0,1,1,0,triangulerad
SK1066,,,,0,0,0,0,1,enbart_nedlagd
SK1067,,,,0,0,0,0,1,enbart_nedlagd
SK1068,,,,0,0,0,0,1,enbart_nedlagd
SK2001,,,,0,0,0,0,1,enbart_nedlagd
SK2002,,,,0,0,0,0,1,enbart_nedlagd
SK2003,,,,0,0,0,0,1,enbart_nedlagd
SK2004,,,,0,0,0,0,1,enbart_nedlagd
SK2005,,,,0,0,0,0,1,enbart_nedlagd
SK2006,,,,0,0,0,0,1,enbart_nedlagd
SK2007,,,,0,0,0,0,1,enbart_nedlagd
SK2008,,,,0,0,0,0,1,enbart_nedlagd
SK2009,Utrikespolitisk analys,IKS,SKA,1,0,1,1,0,triangulerad
SK2010,,,,0,0,0,0,1,enbart_nedlagd
SK2011,"Konflikt, interventioner och fred",IKS,SKA,1,0,1,1,0,triangulerad
SK2012,,,,0,0,0,0,1,enbart_nedlagd
SK2013,Övergångar till demokrati och diktatur,IKS,SKA,1,0,1,1,0,triangulerad
SK2014,,,,0,0,0,0,1,enbart_nedlagd
SK2015,Samhällsvetenskapliga metoder II - inriktning statsvetenskap,IKS,SKA,1,0,1,1,0,triangulerad
SK2016,Examensarbete för kandidatexamen i statsvetenskap,IKS,SKA,1,0,1,1,0,triangulerad
SKA017,,,,0,0,0,0,1,enbart_nedlagd
SKA018,,,,0,0,0,0,1,enbart_nedlagd
SKA019,,,,0,0,0,0,1,enbart_nedlagd
SKA020,,,,0,0,0,0,1,enbart_nedlagd
SKA021,,,,0,0,0,0,1,enbart_nedlagd
SKA022,,,,0,0,0,0,1,enbart_nedlagd
SKA023,,,,0,0,0,0,1,enbart_nedlagd
SKA024,,,,0,0,0,0,1,enbart_nedlagd
SKA025,,,,0,0,0,0,1,enbart_nedlagd
SKA026,,,,0,0,0,0,1,enbart_nedlagd
SKA027,,,,0,0,0,0,1,enbart_nedlagd
SKA028,,,,0,0,0,0,1,enbart_nedlagd
SKA029,,,,0,0,0,0,1,enbart_nedlagd
SKA030,,,,0,0,0,0,1,enbart_nedlagd
SKA031,,,,0,0,0,0,1,enbart_nedlagd
SKA032,,,,0,0,0,0,1,enbart_nedlagd
SKA033,,,,0,0,0,0,1,enbart_nedlagd
SKA034,,,,0,0,0,0,1,enbart_nedlagd
SKA035,,,,0,0,0,0,1,enbart_nedlagd
SKA036,,,,0,0,0,0,1,enbart_nedlagd
SKA037,,,,0,0,0,0,1,enbart_nedlagd
SKA038,,,,0,0,0,0,1,enbart_nedlagd
SKA039,,,,0,0,0,0,1,enbart_nedlagd
SKA040,,,,0,0,0,0,1,enbart_nedlagd
SKA041,,,,0,0,0,0,1,enbart_nedlagd
SKB006,,,,0,0,0,0,1,enbart_nedlagd
SKB007,,,,0,0,0,0,1,enbart_nedlagd
SKB011,,,,0,0,0,0,1,enbart_nedlagd
SKC003,,,,0,0,0,0,1,enbart_nedlagd
SKC005,,,,0,0,0,0,1,enbart_nedlagd
SKC006,,,,0,0,0,0,1,enbart_nedlagd
SO1001,,,,0,0,0,0,1,enbart_nedlagd
SO1002,,,,0,0,0,0,1,enbart_nedlagd
SO1003,,,,0,0,0,0,1,enbart_nedlagd
SO1004,,,,0,0,0,0,1,enbart_nedlagd
SO1005,,,,0,0,0,0,1,enbart_nedlagd
SO1006,Avvikande beteende,IKS,SOA,1,0,1,1,0,triangulerad
SO1007,,,,0,0,0,0,1,enbart_nedlagd
SO1008,,,,0,0,0,0,1,enbart_nedlagd
SO1009,,,,0,0,0,0,1,enbart_nedlagd
SO1010,,,,0,0,0,0,1,enbart_nedlagd
SO1011,,,,0,0,0,0,1,enbart_nedlagd
SO1012,,,,0,0,0,0,1,enbart_nedlagd
SO1013,,,,0,0,0,0,1,enbart_nedlagd
SO1014,,,,0,0,0,0,1,enbart_nedlagd
SO1015,,,,0,0,0,0,1,enbart_nedlagd
SO1016,,,,0,0,0,0,1,enbart_nedlagd
SO1017,,,,0,0,0,0,1,enbart_nedlagd
SO1018,,,,0,0,0,0,1,enbart_nedlagd
SO1019,Introduktion till samhällsvetenskap,IKS,SOA,1,0,1,1,0,triangulerad
SO1020,,,,0,0,0,0,1,enbart_nedlagd
SO1021,,,,0,0,0,0,1,enbart_nedlagd
SO1022,,,,0,0,0,0,1,enbart_nedlagd
SO1023,,,,0,0,0,0,1,enbart_nedlagd
SO1024,,,,0,0,0,0,1,enbart_nedlagd
SO1025,,,,0,0,0,0,1,enbart_nedlagd
SO1026,,,,0,0,0,0,1,enbart_nedlagd
SO1027,Identitet och interaktion. En introduktion till sociologisk socialpsykologi,IKS,SOA,1,0,1,1,0,triangulerad
SO1028,,,,0,0,0,0,1,enbart_nedlagd
SO1029,,,,0,0,0,0,1,enbart_nedlagd
SO1030,Socialpsykologi,IKS,SOA,1,0,1,1,0,triangulerad
SO1031,,,,0,0,0,0,1,enbart_nedlagd
SO1032,,,,0,0,0,0,1,enbart_nedlagd
SO1033,Svensk välfärdspolitik i internationell belysning,IKS,SOA,1,0,1,1,0,triangulerad
SO1034,Klassisk sociologisk teori,IKS,SOA,1,0,1,1,0,triangulerad
SO1035,,,,0,0,0,0,1,enbart_nedlagd
SO1036,,,,0,0,0,0,1,enbart_nedlagd
SO1037,Välfärdsstaten i sociologisk belysning,IKS,SOA,1,0,1,1,0,triangulerad
SO1038,,,,0,0,0,0,1,enbart_nedlagd
SO1039,,,,0,0,0,0,1,enbart_nedlagd
SO1040,,,,0,0,0,0,1,enbart_nedlagd
SO1041,,,,0,0,0,0,1,enbart_nedlagd
SO1042,,,,0,0,0,0,1,enbart_nedlagd
SO1043,,,,0,0,0,0,1,enbart_nedlagd
SO1044,Sociologiska perspektiv på socialt arbete,IKS,SOA,1,0,1,1,0,triangulerad
SO1045,,,,0,0,0,0,1,enbart_nedlagd
SO1046,,,,0,0,0,0,1,enbart_nedlagd
SO1047,Gruppdynamik och organisation,IKS,SOA,1,0,1,1,0,triangulerad
SO2001,,,,0,0,0,0,1,enbart_nedlagd
SO2002,,,,0,0,0,0,1,enbart_nedlagd
SO2003,,,,0,0,0,0,1,enbart_nedlagd
SO2004,,,,0,0,0,0,1,enbart_nedlagd
SO2005,,,,0,0,0,0,1,enbart_nedlagd
SO2006,,,,0,0,0,0,1,enbart_nedlagd
SO2007,,,,0,0,0,0,1,enbart_nedlagd
SO2008,,,,0,0,0,0,1,enbart_nedlagd
SO2009,,,,0,0,0,0,1,enbart_nedlagd
SO3001,,,,0,0,0,0,1,enbart_nedlagd
SO3002,,,,0,0,0,0,1,enbart_nedlagd
SO3003,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3004,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3005,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3006,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3007,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3008,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3009,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3010,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3012,,,,0,0,1,0,1,blomma_historik_arkiverad
SO3013,,,,0,0,1,0,1,blomma_historik_arkiverad
SOA020,,,,0,0,0,0,1,enbart_nedlagd
SOA023,,,,0,0,0,0,1,enbart_nedlagd
SOA025,,,,0,0,0,0,1,enbart_nedlagd
SOA026,,,,0,0,0,0,1,enbart_nedlagd
SOA027,,,,0,0,0,0,1,enbart_nedlagd
SOA031,,,,0,0,0,0,1,enbart_nedlagd
SOA036,,,,0,0,0,0,1,enbart_nedlagd
SOA037,,,,0,0,0,0,1,enbart_nedlagd
SOA038,,,,0,0,0,0,1,enbart_nedlagd
SOA039,,,,0,0,0,0,1,enbart_nedlagd
SOA040,,,,0,0,0,0,1,enbart_nedlagd
SOA041,,,,0,0,0,0,1,enbart_nedlagd
SOA042,,,,0,0,0,0,1,enbart_nedlagd
SOB001,,,,0,0,0,0,1,enbart_nedlagd
SOB009,,,,0,0,0,0,1,enbart_nedlagd
SOB010,,,,0,0,0,0,1,enbart_nedlagd
SOB012,,,,0,0,0,0,1,enbart_nedlagd
SOB013,,,,0,0,0,0,1,enbart_nedlagd
SOB014,,,,0,0,0,0,1,enbart_nedlagd
SOB015,,,,0,0,0,0,1,enbart_nedlagd
SOB016,,,,0,0,0,0,1,enbart_nedlagd
SOB017,,,,0,0,0,0,1,enbart_nedlagd
SOB018,,,,0,0,0,0,1,enbart_nedlagd
SOB019,,,,0,0,0,0,1,enbart_nedlagd
SOB020,,,,0,0,0,0,1,enbart_nedlagd
SOB021,,,,0,0,0,0,1,enbart_nedlagd
SOC008,,,,0,0,0,0,1,enbart_nedlagd
SOC009,,,,0,0,0,0,1,enbart_nedlagd
SOD003,,,,0,0,0,0,1,enbart_nedlagd
SOD006,,,,0,0,0,0,1,enbart_nedlagd
SP0001,,,,0,0,0,0,1,enbart_nedlagd
SP1001,,,,0,0,0,0,1,enbart_nedlagd
SP1002,,,,0,0,0,0,1,enbart_nedlagd
SP1003,,,,0,0,0,0,1,enbart_nedlagd
SP1004,,,,0,0,0,0,1,enbart_nedlagd
SP1005,,,,0,0,0,0,1,enbart_nedlagd
SP1006,,,,0,0,0,0,1,enbart_nedlagd
SP1007,,,,0,0,0,0,1,enbart_nedlagd
SP1008,,,,0,0,0,0,1,enbart_nedlagd
SP1009,,,,0,0,0,0,1,enbart_nedlagd
SP1010,,,,0,0,0,0,1,enbart_nedlagd
SP1011,,,,0,0,0,0,1,enbart_nedlagd
SP1012,,,,0,0,0,0,1,enbart_nedlagd
SP1013,,,,0,0,0,0,1,enbart_nedlagd
SP1014,,,,0,0,0,0,1,enbart_nedlagd
SP1015,,,,0,0,0,0,1,enbart_nedlagd
SP1016,,,,0,0,0,0,1,enbart_nedlagd
SP1017,,,,0,0,0,0,1,enbart_nedlagd
SP1018,,,,0,0,0,0,1,enbart_nedlagd
SP1019,,,,0,0,0,0,1,enbart_nedlagd
SP1020,,,,0,0,0,0,1,enbart_nedlagd
SP1021,,,,0,0,0,0,1,enbart_nedlagd
SP1022,,,,0,0,0,0,1,enbart_nedlagd
SP1023,,,,0,0,0,0,1,enbart_nedlagd
SP1024,,,,0,0,0,0,1,enbart_nedlagd
SP1025,,,,0,0,0,0,1,enbart_nedlagd
SP1026,,,,0,0,0,0,1,enbart_nedlagd
SP1027,,,,0,0,0,0,1,enbart_nedlagd
SP1028,,,,0,0,0,0,1,enbart_nedlagd
SP1029,,,,0,0,0,0,1,enbart_nedlagd
SP1031,,,,0,0,0,0,1,enbart_nedlagd
SP1032,,,,0,0,0,0,1,enbart_nedlagd
SP1033,,,,0,0,0,0,1,enbart_nedlagd
SP1034,,,,0,0,0,0,1,enbart_nedlagd
SP1035,,,,0,0,0,0,1,enbart_nedlagd
SP1036,,,,0,0,0,0,1,enbart_nedlagd
SP1037,,,,0,0,0,0,1,enbart_nedlagd
SP1038,,,,0,0,0,0,1,enbart_nedlagd
SP1039,,,,0,0,0,0,1,enbart_nedlagd
SP1040,,,,0,0,0,0,1,enbart_nedlagd
SP1041,,,,0,0,0,0,1,enbart_nedlagd
SP1042,,,,0,0,0,0,1,enbart_nedlagd
SP1043,,,,0,0,0,0,1,enbart_nedlagd
SP1044,,,,0,0,0,0,1,enbart_nedlagd
SP1045,,,,0,0,0,0,1,enbart_nedlagd
SP1046,,,,0,0,0,0,1,enbart_nedlagd
SP1047,,,,0,0,0,0,1,enbart_nedlagd
SP1048,,,,0,0,0,0,1,enbart_nedlagd
SP1049,,,,0,0,0,0,1,enbart_nedlagd
SP1050,Spanska II: Skriftlig språkfärdighet och grammatik,ISLL,SPA,1,0,1,1,0,triangulerad
SP1051,Spanska II: Språklig variation i den spansktalande världen,ISLL,SPA,1,0,1,1,0,triangulerad
SP1052,"Spanska II: Från inbördeskriget till nutiden: Litteratur, film och samhälle i Spanien",ISLL,SPA,1,0,1,1,0,triangulerad
SP1053,"Spanska II: Från 1900 till nutiden: Litteratur, film och samhälle i Latinamerika",ISLL,SPA,1,0,1,1,0,triangulerad
SP1054,,,,0,0,0,0,1,enbart_nedlagd
SP2001,,,,0,0,0,0,1,enbart_nedlagd
SP2002,,,,0,0,0,0,1,enbart_nedlagd
SP2003,,,,0,0,0,0,1,enbart_nedlagd
SP2004,,,,0,0,0,0,1,enbart_nedlagd
SP2005,,,,0,0,0,0,1,enbart_nedlagd
SP2006,,,,0,0,0,0,1,enbart_nedlagd
SP2007,,,,0,0,0,0,1,enbart_nedlagd
SP2008,,,,0,0,0,0,1,enbart_nedlagd
SP2009,,,,0,0,0,0,1,enbart_nedlagd
SP2010,,,,0,0,0,0,1,enbart_nedlagd
SP2011,,,,0,0,0,0,1,enbart_nedlagd
SP2012,,,,0,0,0,0,1,enbart_nedlagd
SP2013,,,,0,0,0,0,1,enbart_nedlagd
SP2014,,,,0,0,0,0,1,enbart_nedlagd
SP2015,,,,0,0,0,0,1,enbart_nedlagd
SP2016,,,,0,0,0,0,1,enbart_nedlagd
SP2017,,,,0,0,0,0,1,enbart_nedlagd
SP2018,,,,0,0,0,0,1,enbart_nedlagd
SP2019,,,,0,0,0,0,1,enbart_nedlagd
SP2020,,,,0,0,0,0,1,enbart_nedlagd
SP2021,Spanska III Litteraturvetenskaplig inriktning: Kandidatexamensarbete,ISLL,SPA,1,0,1,1,0,triangulerad
SP2022,Spanska III Litteraturvetenskaplig inriktning: 1900-talets litteratur i Spanien och Spanskamerika,ISLL,SPA,1,0,1,1,0,triangulerad
SP2023,"Spanska III Litteraturvetenskaplig inriktning: Spansk litteratur, från guldåldern till realismen",ISLL,SPA,1,0,1,1,0,triangulerad
SP2024,"Spanska III Lingvistisk inriktning: Människan, språket och samhället. Spansk sociolingvistik",ISLL,SPA,1,0,1,1,0,triangulerad
SP3001,,,,0,0,0,0,1,enbart_nedlagd
SP3002,,,,0,0,0,0,1,enbart_nedlagd
SP3003,,,,0,0,0,0,1,enbart_nedlagd
SPA002,,,,0,0,0,0,1,enbart_nedlagd
SPA004,,,,0,0,0,0,1,enbart_nedlagd
SPA005,,,,0,0,0,0,1,enbart_nedlagd
SPA006,,,,0,0,0,0,1,enbart_nedlagd
SPA011,,,,0,0,0,0,1,enbart_nedlagd
SPA013,,,,0,0,0,0,1,enbart_nedlagd
SPA014,,,,0,0,0,0,1,enbart_nedlagd
SPA015,,,,0,0,0,0,1,enbart_nedlagd
SPA016,,,,0,0,0,0,1,enbart_nedlagd
SPA017,,,,0,0,0,0,1,enbart_nedlagd
SPA018,,,,0,0,0,0,1,enbart_nedlagd
SPB001,,,,0,0,0,0,1,enbart_nedlagd
SPB002,,,,0,0,0,0,1,enbart_nedlagd
SPB005,,,,0,0,0,0,1,enbart_nedlagd
SPB006,,,,0,0,0,0,1,enbart_nedlagd
SPB007,,,,0,0,0,0,1,enbart_nedlagd
SPB008,,,,0,0,0,0,1,enbart_nedlagd
SPB009,,,,0,0,0,0,1,enbart_nedlagd
SPB010,,,,0,0,0,0,1,enbart_nedlagd
SPB011,,,,0,0,0,0,1,enbart_nedlagd
SPC001,,,,0,0,0,0,1,enbart_nedlagd
SPC002,,,,0,0,0,0,1,enbart_nedlagd
SPX001,,,,0,0,0,0,1,enbart_nedlagd
SPX004,,,,0,0,0,0,1,enbart_nedlagd
SQ1001,,,,0,0,0,0,1,enbart_nedlagd
SQ1002,,,,0,0,0,0,1,enbart_nedlagd
SQ1003,Vetenskapligt metod,IIT,SQQ,1,0,1,1,0,triangulerad
SQ2001,,,,0,0,0,0,1,enbart_nedlagd
SR3001,Mödra- och barnhälsovård - evidens i praktiken,IHV,SRP,1,0,1,1,0,triangulerad
SR3002,Evidensbaserad praktik och forskning,IHV,SRP,1,0,1,1,0,triangulerad
SR3003,"Sexuell, reproduktiv hälsa och rättigheter med fokus på genus",IHV,SRP,1,0,1,1,0,triangulerad
SR3004,Undervisning och lärande för barnmorskeutbildare,IHV,SRP,1,0,1,1,0,triangulerad
SR3005,Organisation och ledarskap inom barnmorskans yrkes- och ansvarsområde,IHV,SRP,1,0,1,1,0,triangulerad
SR3006,Forskningsmetodik för utveckling av projektplan,IHV,SRP,1,0,1,1,0,triangulerad
SR3007,"Examensarbete för magisterexamen i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
SR3008,"Profession, teori och metod",IHV,SRP,1,0,1,1,0,triangulerad
SR3009,Sexuell och reproduktiv hälsa,IHV,SRP,1,0,1,1,0,triangulerad
SR3010,"Graviditet, förlossning och postpartumvård",IHV,SRP,1,0,1,1,0,triangulerad
SR3011,"Förlossningsvård I, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
SR3012,"Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
SR3013,"Examensarbete i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
SR3014,"Förlossningsvård II, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
SR3015,"Mödrahälsovård och folkhälsa, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
SR3016,,,,0,0,0,0,1,enbart_nedlagd
SS0001,,,,0,0,0,0,1,enbart_nedlagd
SS0002,,,,0,0,0,0,1,enbart_nedlagd
SS0003,,,,0,0,0,0,1,enbart_nedlagd
SS0004,,,,0,0,0,0,1,enbart_nedlagd
SS0005,,,,0,0,0,0,1,enbart_nedlagd
SS0006,,,,0,0,0,0,1,enbart_nedlagd
SS0007,,,,0,0,0,0,1,enbart_nedlagd
SS0008,,,,0,0,0,0,1,enbart_nedlagd
SS0009,,,,0,0,0,0,1,enbart_nedlagd
SS0010,,,,0,0,0,0,1,enbart_nedlagd
SS0011,,,,0,0,0,0,1,enbart_nedlagd
SS0012,,,,0,0,0,0,1,enbart_nedlagd
SS1001,,,,0,0,0,0,1,enbart_nedlagd
SS1002,,,,0,0,0,0,1,enbart_nedlagd
SS1003,,,,0,0,0,0,1,enbart_nedlagd
SS1004,,,,0,0,0,0,1,enbart_nedlagd
SS1005,,,,0,0,0,0,1,enbart_nedlagd
SS1006,,,,0,0,0,0,1,enbart_nedlagd
SS1007,,,,0,0,0,0,1,enbart_nedlagd
SS1008,,,,0,0,0,0,1,enbart_nedlagd
SS1009,,,,0,0,0,0,1,enbart_nedlagd
SS1010,,,,0,0,0,0,1,enbart_nedlagd
SS1011,,,,0,0,0,0,1,enbart_nedlagd
SS1012,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1013,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1014,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1015,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1016,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1017,,,,0,0,0,0,1,enbart_nedlagd
SS1018,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1019,,,,0,0,0,0,1,enbart_nedlagd
SS1020,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1021,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1022,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1023,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1024,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1025,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1026,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1027,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1028,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1029,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1030,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1031,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1032,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1033,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1034,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1035,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1036,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1037,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1038,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1039,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1040,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1041,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1042,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1043,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1044,,,,0,0,0,0,1,enbart_nedlagd
SS1045,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1046,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1047,,,,0,0,0,0,1,enbart_nedlagd
SS1048,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1049,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1050,,,,0,0,0,0,1,enbart_nedlagd
SS1051,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1052,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1053,,,,0,0,0,0,1,enbart_nedlagd
SS1054,,,,0,0,0,0,1,enbart_nedlagd
SS1055,,,,0,0,0,0,1,enbart_nedlagd
SS1056,,,,0,0,0,0,1,enbart_nedlagd
SS1057,,,,0,0,0,0,1,enbart_nedlagd
SS1058,,,,0,0,0,0,1,enbart_nedlagd
SS1059,,,,0,0,0,0,1,enbart_nedlagd
SS1060,,,,0,0,0,0,1,enbart_nedlagd
SS1061,,,,0,0,0,0,1,enbart_nedlagd
SS1062,,,,0,0,0,0,1,enbart_nedlagd
SS1063,,,,0,0,0,0,1,enbart_nedlagd
SS1064,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1065,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1066,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1067,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1068,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1069,,,,0,0,0,0,1,enbart_nedlagd
SS1070,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1071,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1072,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1073,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1074,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1075,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1076,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1077,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1078,,,,0,0,0,0,1,enbart_nedlagd
SS1079,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1080,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1081,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1082,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1083,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1084,,,,0,0,0,0,1,enbart_nedlagd
SS1085,"Svenska som andraspråk för lärare åk 7-9, 45 hp (1-45). Ingår i Lärarlyftet II",ISLL,SSA,1,0,1,1,0,triangulerad
SS1086,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1087,,,,0,0,1,0,1,blomma_historik_arkiverad
SS1088,,,,0,0,0,0,1,enbart_nedlagd
SS1089,,,,0,0,0,0,1,enbart_nedlagd
SS1090,,,,0,0,0,0,1,enbart_nedlagd
SS1091,,,,0,0,0,0,1,enbart_nedlagd
SS1092,,,,0,0,0,0,1,enbart_nedlagd
SS1093,,,,0,0,0,0,1,enbart_nedlagd
SS1094,,,,0,0,0,0,1,enbart_nedlagd
SS1095,,,,0,0,0,0,1,enbart_nedlagd
SS1096,,,,0,0,0,0,1,enbart_nedlagd
SS1097,,,,0,0,0,0,1,enbart_nedlagd
SS1098,,,,0,0,0,0,1,enbart_nedlagd
SS2001,,,,0,0,0,0,1,enbart_nedlagd
SS2002,,,,0,0,0,0,1,enbart_nedlagd
SS2003,,,,0,0,1,0,1,blomma_historik_arkiverad
SS2004,,,,0,0,0,0,1,enbart_nedlagd
SS2005,,,,0,0,1,0,1,blomma_historik_arkiverad
SS2006,,,,0,0,1,0,1,blomma_historik_arkiverad
SS2007,Svenska som andraspråk III -  examensarbete för kandidatexamen,ISLL,SSA,1,0,1,1,0,triangulerad
SS2008,,,,0,0,0,0,1,enbart_nedlagd
SS2009,Svenska som andraspråk III - Andraspråksforskning,ISLL,SSA,1,0,1,1,0,triangulerad
SS2010,,,,0,0,1,0,1,blomma_historik_arkiverad
SS2011,,,,0,0,1,0,1,blomma_historik_arkiverad
SS2012,,,,0,0,0,0,1,enbart_nedlagd
SS2013,,,,0,0,0,0,1,enbart_nedlagd
SS2014,,,,0,0,0,0,1,enbart_nedlagd
SS2015,,,,0,0,0,0,1,enbart_nedlagd
SS3001,,,,0,0,0,0,1,enbart_nedlagd
SS3002,Flerspråkighet som fenomen och företeelse - vetenskapsteoretiska förklaringsmodeller och metodologiska perspektiv,ISLL,SSA,1,0,1,1,0,triangulerad
SS3003,Svenska som andraspråk i ett utvecklingsperspektiv - förklaringsmodeller och metodologiska perspektiv,ISLL,SSA,1,0,1,1,0,triangulerad
SS3004,Svenska som andraspråk i ett tvärspråkligt perspektiv,ISLL,SSA,1,0,1,1,0,triangulerad
SS3005,,,,0,0,0,0,1,enbart_nedlagd
SS3006,"Flerspråkighet, identitet och kulturmöten i sociala sammanhang",ISLL,SSA,1,0,1,1,0,triangulerad
SS3007,"Flerspråkighet, interaktion och identitetsskapande i klassrum",ISLL,SSA,1,0,1,1,0,triangulerad
SS3008,Flerspråkiga röster i svensk skönlitteratur,ISLL,SSA,1,0,1,1,0,triangulerad
SS3009,Litteracitet och flerspråkighet,ISLL,SSA,1,0,1,1,0,triangulerad
SS3010,Svensk fonologi i ett andraspråksperspektiv,ISLL,SSA,1,0,1,1,0,triangulerad
SS3011,Svenska som andraspråk: Examensarbete för magisterexamen,ISLL,SSA,1,0,1,1,0,triangulerad
SS3012,,,,0,0,0,0,1,enbart_nedlagd
SS3013,,,,0,0,0,0,1,enbart_nedlagd
SS3014,Flerspråkighet i ett samhällsperspektiv,ISLL,SSA,1,0,1,1,0,triangulerad
SSA001,,,,0,0,0,0,1,enbart_nedlagd
SSA002,,,,0,0,0,0,1,enbart_nedlagd
SSA003,,,,0,0,0,0,1,enbart_nedlagd
SSA004,,,,0,0,0,0,1,enbart_nedlagd
SSA005,,,,0,0,0,0,1,enbart_nedlagd
SSA006,,,,0,0,0,0,1,enbart_nedlagd
SSA007,,,,0,0,0,0,1,enbart_nedlagd
