Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
GIH34T;Humanbiologi 2 (VAL);7,5;Samhällsvetenskapliga området;SA;50;VT2023
GIH34U;Dans, gymnastik och friidrott (VAL);7,5;Medicinska området;ME;50;VT2023
GIH34U;Dans, gymnastik och friidrott (VAL);7,5;Samhällsvetenskapliga området;SA;50;VT2023
GIH34V;Arbetsmiljö, ergonomi och näringslära (VAL);7,5;Medicinska området;ME;50;VT2023
GIH34V;Arbetsmiljö, ergonomi och näringslära (VAL);7,5;Samhällsvetenskapliga området;SA;50;VT2023
GIH35B;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Medicinska området;ME;50;HT2023
GIH35B;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Samhällsvetenskapliga området;SA;50;HT2023
GIH35P;Träningslära: styrkelyft för öppen klass och veteraner;5;Medicinska området;ME;50;HT2023
GIH35P;Träningslära: styrkelyft för öppen klass och veteraner;5;Samhällsvetenskapliga området;SA;50;HT2023
GIH35T;Fördjupning inom tränarskap;7,5;Medicinska området;ME;50;HT2023
GIH35T;Fördjupning inom tränarskap;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH35U;Idrottsvetenskaplig metod;7,5;Medicinska området;ME;50;HT2023
GIH35U;Idrottsvetenskaplig metod;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH35V;Idrottens träningslära;7,5;Medicinska området;ME;50;HT2023
GIH35V;Idrottens träningslära;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH35W;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Medicinska området;ME;50;HT2023
GIH35W;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Samhällsvetenskapliga området;SA;50;HT2023
GIH35Z;Medier och kommunikation inom hälsa och idrott;7,5;Medicinska området;ME;50;HT2023
GIH35Z;Medier och kommunikation inom hälsa och idrott;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH37B;Mål- och nätspel (VAL);7,5;Medicinska området;ME;50;HT2023
GIH37B;Mål- och nätspel (VAL);7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH37C;Rörelse, rytm och dans (VAL);7,5;Medicinska området;ME;50;HT2023
GIH37C;Rörelse, rytm och dans (VAL);7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH37N;Friluftsliv och bedömning i ämnet idrott och hälsa;15;Medicinska området;ME;50;HT2023
GIH37N;Friluftsliv och bedömning i ämnet idrott och hälsa;15;Samhällsvetenskapliga området;SA;50;HT2023
GIH37P;Idrott och hälsa I med didaktisk inriktning åk 4-6;30;Idrottsliga området;ID;100;HT2023
GIH37Q;Idrott och hälsa I med didaktisk inriktning;30;Idrottsliga området;ID;100;HT2023
GIH37R;Idrott och hälsa II med didaktisk inriktning;30;Idrottsliga området;ID;100;HT2023
GIH37S;Idrott och hälsa III med didaktisk inriktning;30;Idrottsliga området;ID;100;HT2023
GIH38Y;Humanbiologi 2;7,5;Medicinska området;ME;50;HT2023
GIH38Y;Humanbiologi 2;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH38Z;Lek, dans samt mål- och nätspel;7,5;Medicinska området;ME;50;HT2023
GIH38Z;Lek, dans samt mål- och nätspel;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH392;Friluftsliv i närmiljön: orientering, vandring, paddling;7,5;Medicinska området;ME;50;HT2023
GIH392;Friluftsliv i närmiljön: orientering, vandring, paddling;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH393;Hälsopedagogik;7,5;Medicinska området;ME;50;HT2023
GIH393;Hälsopedagogik;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH394;Idrotten i samhället;7,5;Medicinska området;ME;50;HT2023
GIH394;Idrotten i samhället;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH395;Arbetsmiljö, ergonomi och näringslära;7,5;Medicinska området;ME;50;HT2023
GIH395;Arbetsmiljö, ergonomi och näringslära;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39B;Mål- och nätspel;7,5;Medicinska området;ME;50;HT2023
GIH39B;Mål- och nätspel;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39C;Rörelse, rytm och dans;7,5;Medicinska området;ME;50;HT2023
GIH39C;Rörelse, rytm och dans;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39D;Vinterfriluftsliv genom skidor och skridskor;7,5;Medicinska området;ME;50;HT2023
GIH39D;Vinterfriluftsliv genom skidor och skridskor;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39E;Simning;3;Medicinska området;ME;50;HT2023
GIH39E;Simning;3;Samhällsvetenskapliga området;SA;50;HT2023
GIH39F;Bedömning och betygssättning i idrott och hälsa;4,5;Medicinska området;ME;50;HT2023
GIH39F;Bedömning och betygssättning i idrott och hälsa;4,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39G;Dans, gymnastik och friidrott;7,5;Medicinska området;ME;50;HT2023
GIH39G;Dans, gymnastik och friidrott;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH39H;Humanbiologi 1;7,5;Medicinska området;ME;50;HT2023
GIH39H;Humanbiologi 1;7,5;Samhällsvetenskapliga området;SA;50;HT2023
GIH3AM;Klättringens tränarskap;2;Medicinska området;ME;50;VT2024
GIH3AM;Klättringens tränarskap;2;Samhällsvetenskapliga området;SA;50;VT2024
GIH3AN;Idrott och hälsa I med didaktisk inriktning åk 4-6;30;Idrottsliga området;ID;100;VT2024
GIH3AP;Idrott och hälsa I med didaktisk inriktning;30;Idrottsliga området;ID;100;VT2024
GIH3AQ;Styrketräningens teori och praktiska tillämpning;7,5;Medicinska området;ME;50;VT2024
GIH3AQ;Styrketräningens teori och praktiska tillämpning;7,5;Samhällsvetenskapliga området;SA;50;VT2024
GIH3C2;Journalistik: Sportreportage och sportkommentering;7,5;Samhällsvetenskapliga området;SA;100;HT2024
GIH3CS;Grundläggande idrottsfysiologi;7,5;Medicinska området;ME;50;HT2024
GIH3CS;Grundläggande idrottsfysiologi;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GIH3D4;Träningslära för tävlingsinriktad idrott;15;Medicinska området;ME;50;HT2024
GIH3D4;Träningslära för tävlingsinriktad idrott;15;Samhällsvetenskapliga området;SA;50;HT2024
GIH3D5;Träningslära för hälsoinriktad fysisk aktivitet;15;Medicinska området;ME;50;HT2024
GIH3D5;Träningslära för hälsoinriktad fysisk aktivitet;15;Samhällsvetenskapliga området;SA;50;HT2024
GIH3D6;Näringslära med inriktning mot idrott och fysisk aktivitet;7,5;Medicinska området;ME;50;HT2024
GIH3D6;Näringslära med inriktning mot idrott och fysisk aktivitet;7,5;Samhällsvetenskapliga området;SA;50;HT2024
GIH3F4;Idrottspsykologi med praktisk tillämpning;7,5;Naturvetenskapliga området;NA;50;VT2025
GIH3F4;Idrottspsykologi med praktisk tillämpning;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3F5;Idrottens organisation i samhället;7,5;Samhällsvetenskapliga området;SA;100;VT2025
GIH3F7;Idrottspedagogik;7,5;Naturvetenskapliga området;NA;50;VT2025
GIH3F7;Idrottspedagogik;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3F8;Idrottens funktionella anatomi och biomekanik;7,5;Medicinska området;ME;50;VT2025
GIH3F8;Idrottens funktionella anatomi och biomekanik;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3F9;Hållbart idrottsledarskap;7,5;Medicinska området;ME;50;VT2025
GIH3F9;Hållbart idrottsledarskap;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3FA;Coachning och idrottsdidaktik;7,5;Medicinska området;ME;50;VT2025
GIH3FA;Coachning och idrottsdidaktik;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3FD;Träningslära;7,5;Medicinska området;ME;50;VT2025
GIH3FD;Träningslära;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3FF;Tillämpad Idrottsfysiologi;7,5;Medicinska området;ME;50;VT2025
GIH3FF;Tillämpad Idrottsfysiologi;7,5;Samhällsvetenskapliga området;SA;50;VT2025
GIH3G4;Examensarbete för högskoleexamen i idrotts- och hälsovetenskap;7,5;Naturvetenskapliga området;NA;50;HT2025
GIH3G4;Examensarbete för högskoleexamen i idrotts- och hälsovetenskap;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3G5;Idrottsvetenskaplig metod;7,5;Medicinska området;ME;50;HT2025
GIH3G5;Idrottsvetenskaplig metod;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3G6;Idrottsvetenskaplig fördjupning;7,5;Medicinska området;ME;50;HT2025
GIH3G6;Idrottsvetenskaplig fördjupning;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3G7;Prestationsanalys och träningsplanering;15;Medicinska området;ME;50;HT2025
GIH3G7;Prestationsanalys och träningsplanering;15;Samhällsvetenskapliga området;SA;50;HT2025
GIH3G8;Coachning och träningsprocesser i praktiken;15;Medicinska området;ME;50;HT2025
GIH3G8;Coachning och träningsprocesser i praktiken;15;Samhällsvetenskapliga området;SA;50;HT2025
GIH3G9;Entreprenörskap inom idrott och hälsa;7,5;Medicinska området;ME;50;HT2025
GIH3G9;Entreprenörskap inom idrott och hälsa;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GA;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Medicinska området;ME;50;HT2025
GIH3GA;Examensarbete för kandidatexamen i idrotts- och hälsovetenskap;15;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GB;Introduktion till vetenskapligt skrivande och forskningsmetodik;7,5;Medicinska området;ME;50;HT2025
GIH3GB;Introduktion till vetenskapligt skrivande och forskningsmetodik;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GC;Idrottsnutrition;7,5;Medicinska området;ME;50;HT2025
GIH3GC;Idrottsnutrition;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GD;Idrottspsykologi med praktisk tillämpning;7,5;Medicinska området;ME;50;HT2025
GIH3GD;Idrottspsykologi med praktisk tillämpning;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GE;Idrottens organisation i samhället;7,5;Medicinska området;ME;50;HT2025
GIH3GE;Idrottens organisation i samhället;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GF;Medier och kommunikation inom idrott;7,5;Medicinska området;ME;50;HT2025
GIH3GF;Medier och kommunikation inom idrott;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GG;Idrottens funktionella anatomi och biomekanik;7,5;Medicinska området;ME;50;HT2025
GIH3GG;Idrottens funktionella anatomi och biomekanik;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GH;Åldersanpassad träning;7,5;Medicinska området;ME;50;HT2025
GIH3GH;Åldersanpassad träning;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GJ;Tillämpad motorisk färdighetsträning;7,5;Medicinska området;ME;50;HT2025
GIH3GJ;Tillämpad motorisk färdighetsträning;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3GK;Idrottsmedicin;7,5;Medicinska området;ME;50;HT2025
GIH3GK;Idrottsmedicin;7,5;Samhällsvetenskapliga området;SA;50;HT2025
GIH3JL;Tillämpad idrottsfysiologi;7,5;Medicinska området;ME;50;VT2026
GIH3JL;Tillämpad idrottsfysiologi;7,5;Samhällsvetenskapliga området;SA;50;VT2026
GIK23M;Introduktion till relationsdatabaser;7,5;Tekniska området;TE;100;HT2018
GIK289;Objektorienterad programmering och problemlösning;7,5;Tekniska området;TE;100;VT2019
GIK28T;Examensarbete för kandidatexamen i Informatik;15;Tekniska området;TE;100;VT2019
GIK299;Objektorienterad programmering;7,5;Tekniska området;TE;100;VT2019
GIK29B;Python- och R-programmering;7,5;Tekniska området;TE;100;VT2019
GIK2AL;Databassystem;7,5;Tekniska området;TE;100;HT2019
GIK2BD;IT-projekthantering;7,5;Tekniska området;TE;100;HT2019
GIK2FB;Artificiell Intelligens;7,5;Tekniska området;TE;100;VT2020
GIK2JX;Webbaserade geografiska informationssystem (GIS);7,5;Tekniska området;TE;100;HT2020
GIK2KM;Data Science och maskininlärning;7,5;Tekniska området;TE;100;HT2020
GIK2LF;Digital bild;7,5;Tekniska området;TE;100;VT2021
GIK2NV;Data Storage and Management Technologies;7,5;Tekniska området;TE;100;VT2021
GIK2NX;Distributed Computing;7,5;Tekniska området;TE;100;VT2021
GIK2PB;Systemförvaltning och test av IT-system;7,5;Tekniska området;TE;100;VT2021
GIK2PD;Hård infrastruktur;7,5;Tekniska området;TE;100;VT2021
GIK2PF;IT-arkitektur;7,5;Tekniska området;TE;100;VT2021
GIK2PG;Projektbaserad systemutveckling;7,5;Tekniska området;TE;100;VT2021
GIK2Q3;Tillämpad Big Data och Cloud Computing;7,5;Tekniska området;TE;100;VT2021
GIK2QZ;Visuell identitet;7,5;Tekniska området;TE;100;HT2021
GIK2UK;Data- och informationshantering;15;Tekniska området;TE;100;VT2022
GIK2V4;Datasäkerhet och integritet;7,5;Tekniska området;TE;100;VT2022
GIK2XJ;Objektorienterad design och problemlösning;7,5;Tekniska området;TE;100;HT2022
GIK2XK;Design av webbapplikationer;7,5;Tekniska området;TE;100;HT2022
GIK2XZ;System och verksamhetsutveckling;7,5;Tekniska området;TE;100;HT2022
GIK2YK;Relationsdatabaser;7,5;Tekniska området;TE;100;HT2022
GIK2YL;Projekt och agila arbetsmetoder;7,5;Tekniska området;TE;100;HT2022
GIK2YN;Programutvecklingsteknik;7,5;Tekniska området;TE;100;HT2022
GIK2YP;Webbdesign;7,5;Tekniska området;TE;100;HT2022
GIK2YR;Designprinciper och användargränssnitt;15;Tekniska området;TE;100;HT2022
GIK32J;Responsiv webbdesign;7,5;Tekniska området;TE;100;VT2023
GIK32K;Layout och typografi;7,5;Tekniska området;TE;100;VT2023
GIK32L;Grafisk design;7,5;Tekniska området;TE;100;VT2023
GIK32M;Strategisk kommunikation;7,5;Tekniska området;TE;100;VT2023
GIK32N;Grafisk produktion;7,5;Tekniska området;TE;100;VT2023
GIK339;Dynamiska webbapplikationer;7,5;Tekniska området;TE;100;VT2023
GIK346;Data Science programmering och dataanalys;15;Tekniska området;TE;100;VT2023
GIK347;Interaktionsdesign;7,5;Tekniska området;TE;100;VT2023
GIK348;Användarcentrerad design;7,5;Tekniska området;TE;100;VT2023
GIK34Y;Forskningsmetodik;7,5;Tekniska området;TE;100;HT2023
GIK36Q;Kollaborativt projekt;15;Tekniska området;TE;100;HT2023
GIK36R;Applikationsutveckling och testning;7,5;Tekniska området;TE;100;HT2023
GIK373;Informationsdesign;15;Tekniska området;TE;100;HT2023
GIK375;Komponentdriven webbdesign;7,5;Tekniska området;TE;100;HT2023
GIK376;Applikationsutveckling för webben;7,5;Tekniska området;TE;100;HT2023
GIK377;Utveckling av digitala tjänster;7,5;Tekniska området;TE;100;HT2023
GIK38G;Design av digitala tjänster;7,5;Tekniska området;TE;100;HT2023
GIK38H;Introduktion till IT och digitala tjänster;7,5;Tekniska området;TE;100;HT2023
GIK38J;Visualisering;7,5;Tekniska området;TE;100;HT2023
GIK3BV;E-samhället: e-förvaltning och digitala tjänster;7,5;Tekniska området;TE;100;HT2024
GIK3BY;Examensarbete för Högskoleexamen i Informatik 7,5 högskolepoäng;7,5;Tekniska området;TE;100;HT2024
GIT247;Italienska: Nybörjarkurs I;15;Humanistiska området;HU;100;HT2018
GIT26V;Italienska B: Grammatik och skriftlig produktion;7,5;Humanistiska området;HU;100;VT2019
GIT26W;Italienska B: Litteraturhistoria med textanalys;7,5;Humanistiska området;HU;100;VT2019
GIT2A3;Italienska B: Muntlig språkfärdighet och kulturkunskap;7,5;Humanistiska området;HU;100;HT2019
GIT2AE;Italienska B: Italienska förr och nu;7,5;Humanistiska området;HU;100;HT2019
GIT2GV;Italienska C: Äldre litteratur med textanalys;7,5;Humanistiska området;HU;100;VT2020
GIT2GW;Italienska C: Italiensk språkvetenskap;7,5;Humanistiska området;HU;100;VT2020
GIT2T6;Italienska nobelpristagare i litteratur;7,5;Humanistiska området;HU;100;HT2021
GIT2TD;Italienska A: Italiensk affärskommunikation och -kultur;7,5;Humanistiska området;HU;100;HT2021
GIT2TE;Italienska A: Fonetik och muntlig språkfärdighet;7,5;Humanistiska området;HU;100;HT2021
GIT2TF;Italienska A: Grammatik och skriftlig språkfärdighet;7,5;Humanistiska området;HU;100;HT2021
GIT2TG;Italienska A: Kultur och samhälle, norra Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2TH;Italienska A: Textanalys, en litterär resa i norra Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2TJ;Italienska A: Textanalys, en litterär resa på de italienska öarna;7,5;Humanistiska området;HU;100;HT2021
GIT2TK;Italienska A: Kultur och samhälle, de italienska öarna;7,5;Humanistiska området;HU;100;HT2021
GIT2TL;Italienska A: Kultur och samhälle, södra Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2TM;Italienska A: Textanalys, en litterär resa i södra Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2TN;Italienska A: Textanalys, deckargenren;7,5;Humanistiska området;HU;100;HT2021
GIT2TP;Italienska A: Kultur och samhälle, mellersta Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2TQ;Italienska A: Textanalys, en litterär resa i mellersta Italien;7,5;Humanistiska området;HU;100;HT2021
GIT2Y8;Italienska A: Kultur och samhälle;7,5;Humanistiska området;HU;100;HT2022
GIT2Y9;Italienska A: Textanalys, familjeskildringar;7,5;Humanistiska området;HU;100;HT2022
GIT2YA;Italienska A: Textanalys, krig och fred;7,5;Humanistiska området;HU;100;HT2022
GIT2YB;Italienska A: Textanalys, det nya millenniets skönlitteratur;7,5;Humanistiska området;HU;100;HT2022
GIT2YC;Italienska A: Textanalys, 1900-talets skönlitteratur;7,5;Humanistiska området;HU;100;HT2022
GIT2YD;Italienska A: Textanalys, kvinnoskildringar;7,5;Humanistiska området;HU;100;HT2022
GIT2YE;Italienska A: Textanalys, barn- och ungdomsskildringar;7,5;Humanistiska området;HU;100;HT2022
GIT397;Italienska C: Examensarbete för kandidatexamen;15;Humanistiska området;HU;100;HT2023
GJP23L;Japanska III: Att läsa manga;7,5;Humanistiska området;HU;100;HT2018
GJP23S;Japanska I: Språkfärdighet;15;Humanistiska området;HU;100;HT2018
GJP242;Japanska III: Språkfärdighet;15;Humanistiska området;HU;100;HT2018
GJP243;Japanska IV: Språkfärdighet;15;Humanistiska området;HU;100;HT2018
GJP2MZ;Japanska II: Språkfärdighet 1;15;Humanistiska området;HU;100;VT2021
GJP2N2;Japanska II: Språkfärdighet 2;15;Humanistiska området;HU;100;VT2021
GJP37U;Japanska III: Den moderna novellen;7,5;Humanistiska området;HU;100;HT2023
GJP37V;Japanska: Projektbeskrivning;15;Humanistiska området;HU;100;HT2023
GJP37W;Japanska IV: Haiku;15;Humanistiska området;HU;100;HT2023
GJP39V;Nutida Japan: Kultur och samhälle;7,5;Humanistiska området;HU;100;HT2023
GJP39W;Japanska IV: Kulturantropologi;15;Humanistiska området;HU;100;HT2023
GJP39X;Japanska IV: Introduktion till lingvistik;15;Humanistiska området;HU;100;HT2023
GJP3AY;Japansk populärkultur representerad i Anime och Manga;7,5;Humanistiska området;HU;100;VT2024
GJP3AZ;Japanska: Introduktion till akademiskt skrivande;7,5;Humanistiska området;HU;100;VT2024
GJP3B2;Japanska IV: Introduktion till översättning;15;Humanistiska området;HU;100;VT2024
GJP3B3;Japanska: Kandidatexamensarbete;15;Humanistiska området;HU;100;VT2024
GKG2CS;Marknadsanalyser med hjälp av GIS;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GKG3A3;Geografiska Informationssystem (GIS) 1: Introduktion;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GKG3AT;Geografiska Informationssystem (GIS) 2: Rumslig analys;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GKI27G;Kinesiska tecken I;7,5;Humanistiska området;HU;100;VT2019
GKI27H;Kinesiska i tal och skrift II;15;Humanistiska området;HU;100;VT2019
GKI27M;Kinesiska V: Fördjupningskurs i modern kinesiska;15;Humanistiska området;HU;100;VT2019
GKI2HT;Kinesisk lingvistik;7,5;Humanistiska området;HU;100;HT2020
GKI2MY;Kinesiska II med didaktisk inriktning;30;Humanistiska området;HU;75;VT2021
GKI2MY;Kinesiska II med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2021
GKI2PX;Kinesiska: skriftlig tillämpning;7,5;Humanistiska området;HU;100;VT2021
GKI2PY;Kinesiska i tal och skrift III;15;Humanistiska området;HU;100;VT2021
GKI2PZ;Kinesisk översättning;7,5;Humanistiska området;HU;100;VT2021
GKI2Q2;Kinesisk språkstruktur;7,5;Humanistiska området;HU;100;VT2021
GKI2Q9;Kinesiska: Det kinesiska samhället;7,5;Humanistiska området;HU;100;VT2021
GKI2QA;Kinesiska: Kandidatexamensarbete;15;Humanistiska området;HU;100;VT2021
